log_id,student_id,date,study_hour,subject,method_used,distraction_time,quiz_score,day_name
389,4846,2025-11-06,2.97,History,Pomodoro,11.7,88,Thursday
390,4846,2025-11-07,1.65,Computer,Flashcards,41.4,58,Friday
391,4854,2025-11-03,2.02,Science,Practice Test,11.6,92,Monday
392,4854,2025-11-04,1.68,Computer,Group Study,9.9,60,Tuesday
393,4854,2025-11-05,2.74,Computer,Flashcards,39.3,94,Wednesday
394,4854,2025-11-06,3.58,Math,Notes Review,49.2,74,Thursday
395,4854,2025-11-07,2.91,Math,Flashcards,5.2,88,Friday
396,4908,2025-11-03,1.24,Science,Group Study,26.9,63,Monday
397,4908,2025-11-04,1.46,Science,Group Study,43.5,50,Tuesday
398,4908,2025-11-05,1.03,English,Notes Review,49.0,89,Wednesday
399,4908,2025-11-06,3.59,Science,Flashcards,49.9,80,Thursday
400,4908,2025-11-07,1.2,History,Flashcards,24.2,59,Friday
401,4925,2025-11-03,2.22,History,Flashcards,17.7,54,Monday
402,4925,2025-11-04,2.46,Math,Group Study,13.7,57,Tuesday
403,4925,2025-11-05,2.72,Computer,Practice Test,12.2,88,Wednesday
404,4925,2025-11-06,4.46,English,Practice Test,57.5,69,Thursday
405,4925,2025-11-07,2.62,Computer,Group Study,51.1,56,Friday
406,4948,2025-11-03,2.59,Science,Pomodoro,50.5,79,Monday
407,4948,2025-11-04,1.55,History,Pomodoro,54.4,93,Tuesday
408,4948,2025-11-05,2.45,History,Practice Test,46.5,77,Wednesday
409,4948,2025-11-06,4.94,History,Practice Test,25.7,71,Thursday
410,4948,2025-11-07,2.54,Computer,Practice Test,39.1,90,Friday
411,5001,2025-11-03,2.79,English,Flashcards,43.1,67,Monday
412,5001,2025-11-04,2.85,Math,Practice Test,51.8,78,Tuesday
413,5001,2025-11-05,3.6,History,Flashcards,13.7,80,Wednesday
414,5001,2025-11-06,2.33,Math,Practice Test,35.6,52,Thursday
415,5001,2025-11-07,2.68,Computer,Pomodoro,19.4,95,Friday
416,5031,2025-11-03,4.11,Math,Notes Review,8.6,87,Monday
417,5031,2025-11-04,2.3,English,Pomodoro,39.7,75,Tuesday
418,5031,2025-11-05,2.31,Math,Pomodoro,8.7,55,Wednesday
419,5031,2025-11-06,4.96,Science,Group Study,23.2,64,Thursday
420,5031,2025-11-07,4.09,Computer,Pomodoro,35.2,72,Friday
421,5048,2025-11-03,3.81,History,Practice Test,47.5,75,Monday
422,5048,2025-11-04,4.59,Science,Practice Test,9.1,53,Tuesday
423,5048,2025-11-05,1.2,History,Practice Test,38.2,58,Wednesday
424,5048,2025-11-06,3.19,Science,Notes Review,34.7,82,Thursday
425,5048,2025-11-07,3.26,Math,Flashcards,53.7,90,Friday
426,5094,2025-11-03,4.32,English,Pomodoro,56.3,67,Monday
427,5094,2025-11-04,1.2,Computer,Practice Test,54.3,57,Tuesday
428,5094,2025-11-05,1.82,Math,Notes Review,29.2,64,Wednesday
429,5094,2025-11-06,3.42,Math,Group Study,44.0,85,Thursday
430,5094,2025-11-07,3.18,Math,Pomodoro,55.5,86,Friday
431,5119,2025-11-03,1.98,Science,Pomodoro,48.4,68,Monday
432,5119,2025-11-04,3.56,Computer,Flashcards,32.0,51,Tuesday
433,5119,2025-11-05,4.57,English,Practice Test,8.6,83,Wednesday
434,5119,2025-11-06,4.51,History,Notes Review,12.3,64,Thursday
435,5119,2025-11-07,2.61,Computer,Notes Review,6.4,70,Friday
436,5144,2025-11-03,1.03,Math,Group Study,13.2,63,Monday
437,5144,2025-11-04,1.78,Computer,Practice Test,59.2,85,Tuesday
438,5144,2025-11-05,3.12,Computer,Group Study,16.1,92,Wednesday
439,5144,2025-11-06,4.02,Computer,Notes Review,19.4,87,Thursday
440,5144,2025-11-07,3.64,History,Group Study,30.7,65,Friday
441,5149,2025-11-03,1.22,Science,Notes Review,8.7,82,Monday
442,5149,2025-11-04,3.8,Science,Notes Review,22.6,77,Tuesday
443,5149,2025-11-05,1.81,English,Practice Test,28.6,96,Wednesday
444,5149,2025-11-06,1.2,Computer,Practice Test,45.4,95,Thursday
445,5149,2025-11-07,3.8,Computer,Notes Review,46.4,95,Friday
446,5155,2025-11-03,3.85,Math,Notes Review,27.5,99,Monday
447,5155,2025-11-04,3.48,Science,Group Study,29.8,96,Tuesday
448,5155,2025-11-05,1.25,Computer,Notes Review,59.2,97,Wednesday
449,5155,2025-11-06,2.45,Computer,Notes Review,19.0,71,Thursday
450,5155,2025-11-07,1.62,History,Practice Test,53.6,63,Friday
451,5212,2025-11-03,1.03,Science,Practice Test,43.3,54,Monday
452,5212,2025-11-04,2.37,English,Group Study,26.0,86,Tuesday
453,5212,2025-11-05,3.84,Science,Notes Review,29.0,95,Wednesday
454,5212,2025-11-06,4.86,Math,Pomodoro,55.7,90,Thursday
455,5212,2025-11-07,3.49,Science,Flashcards,52.2,62,Friday
456,5305,2025-11-03,2.18,Computer,Pomodoro,33.1,66,Monday
457,5305,2025-11-04,1.08,Math,Notes Review,42.3,65,Tuesday
458,5305,2025-11-05,1.0,Math,Notes Review,41.0,92,Wednesday
459,5305,2025-11-06,4.2,Science,Practice Test,23.0,96,Thursday
460,5305,2025-11-07,3.61,Math,Notes Review,58.6,84,Friday
461,5406,2025-11-03,4.51,Computer,Pomodoro,31.5,55,Monday
462,5406,2025-11-04,1.57,History,Notes Review,33.9,57,Tuesday
463,5406,2025-11-05,1.2,Math,Notes Review,55.3,60,Wednesday
464,5406,2025-11-06,4.98,Math,Flashcards,58.4,61,Thursday
465,5406,2025-11-07,2.97,Science,Flashcards,56.6,99,Friday
466,5441,2025-11-03,4.86,Science,Notes Review,35.9,68,Monday
467,5441,2025-11-04,3.02,Computer,Group Study,11.8,77,Tuesday
468,5441,2025-11-05,2.11,English,Pomodoro,30.7,75,Wednesday
469,5441,2025-11-06,2.75,Computer,Group Study,6.7,97,Thursday
470,5441,2025-11-07,1.84,Science,Group Study,10.3,53,Friday
471,5446,2025-11-03,2.62,English,Flashcards,49.9,53,Monday
472,5446,2025-11-04,2.77,History,Notes Review,44.8,53,Tuesday
473,5446,2025-11-05,4.21,Computer,Group Study,12.6,94,Wednesday
474,5446,2025-11-06,2.39,History,Notes Review,49.3,69,Thursday
475,5446,2025-11-07,2.04,Science,Pomodoro,38.2,56,Friday
476,5468,2025-11-03,1.9,Science,Pomodoro,5.5,99,Monday
477,5468,2025-11-04,2.92,English,Pomodoro,27.4,86,Tuesday
478,5468,2025-11-05,4.57,Science,Pomodoro,30.2,80,Wednesday
479,5468,2025-11-06,2.66,History,Pomodoro,9.0,90,Thursday
480,5468,2025-11-07,4.51,Science,Pomodoro,34.2,63,Friday
481,5550,2025-11-03,1.16,History,Flashcards,42.6,89,Monday
482,5550,2025-11-04,4.8,Math,Practice Test,40.5,93,Tuesday
483,5550,2025-11-05,2.6,Math,Pomodoro,42.8,96,Wednesday
484,5550,2025-11-06,3.34,English,Flashcards,54.5,93,Thursday
485,5550,2025-11-07,1.07,Computer,Practice Test,10.7,75,Friday
486,5615,2025-11-03,2.75,Science,Practice Test,46.3,67,Monday
487,5615,2025-11-04,2.49,Science,Practice Test,47.7,74,Tuesday
488,5615,2025-11-05,4.78,English,Notes Review,43.3,76,Wednesday
489,5615,2025-11-06,3.25,Math,Pomodoro,33.0,81,Thursday
490,5615,2025-11-07,4.16,Math,Flashcards,59.3,87,Friday
491,5618,2025-11-03,2.47,English,Practice Test,52.2,86,Monday
492,5618,2025-11-04,3.02,Computer,Group Study,6.4,94,Tuesday
493,5618,2025-11-05,2.2,History,Group Study,19.1,57,Wednesday
494,5618,2025-11-06,4.74,Math,Pomodoro,14.4,55,Thursday
495,5618,2025-11-07,1.62,Science,Group Study,21.9,53,Friday
496,5630,2025-11-03,3.38,Computer,Pomodoro,16.2,66,Monday
497,5630,2025-11-04,1.35,Science,Notes Review,23.6,55,Tuesday
498,5630,2025-11-05,3.46,History,Notes Review,31.9,83,Wednesday
499,5630,2025-11-06,2.33,Computer,Pomodoro,14.8,56,Thursday
500,5630,2025-11-07,1.59,History,Practice Test,29.1,74,Friday
501,5652,2025-11-03,3.84,History,Pomodoro,45.6,95,Monday
502,5652,2025-11-04,1.95,Science,Group Study,6.8,78,Tuesday
503,5652,2025-11-05,4.7,Science,Group Study,32.7,62,Wednesday
504,5652,2025-11-06,4.57,English,Pomodoro,6.0,85,Thursday
505,5652,2025-11-07,1.12,History,Group Study,47.9,67,Friday
506,5676,2025-11-03,2.26,History,Notes Review,51.6,51,Monday
507,5676,2025-11-04,2.71,Computer,Practice Test,21.0,59,Tuesday
508,5676,2025-11-05,2.94,History,Practice Test,26.7,69,Wednesday
509,5676,2025-11-06,1.79,Science,Practice Test,9.4,88,Thursday
510,5676,2025-11-07,2.85,Computer,Pomodoro,49.1,53,Friday
511,5711,2025-11-03,1.23,English,Flashcards,31.0,94,Monday
512,5711,2025-11-04,2.95,Math,Notes Review,47.8,64,Tuesday
513,5711,2025-11-05,2.38,Computer,Notes Review,54.9,88,Wednesday
514,5711,2025-11-06,2.91,History,Practice Test,59.9,52,Thursday
515,5711,2025-11-07,2.56,History,Group Study,26.2,89,Friday
516,5773,2025-11-03,2.31,Computer,Notes Review,6.8,70,Monday
517,5773,2025-11-04,1.79,English,Notes Review,59.6,66,Tuesday
518,5773,2025-11-05,1.28,Computer,Practice Test,41.8,89,Wednesday
519,5773,2025-11-06,1.08,English,Notes Review,40.0,99,Thursday
520,5773,2025-11-07,2.65,English,Flashcards,27.3,76,Friday
521,5776,2025-11-03,2.98,History,Notes Review,35.7,52,Monday
522,5776,2025-11-04,1.71,English,Pomodoro,45.1,88,Tuesday
523,5776,2025-11-05,4.98,Science,Practice Test,34.4,65,Wednesday
524,5776,2025-11-06,3.94,History,Flashcards,38.4,87,Thursday
525,5776,2025-11-07,3.37,English,Pomodoro,36.5,94,Friday
526,5788,2025-11-03,2.42,Computer,Flashcards,38.4,72,Monday
527,5788,2025-11-04,2.4,Math,Pomodoro,19.1,76,Tuesday
528,5788,2025-11-05,4.05,Computer,Notes Review,15.1,96,Wednesday
529,5788,2025-11-06,1.66,Math,Notes Review,54.2,89,Thursday
530,5788,2025-11-07,1.2,Science,Practice Test,18.0,66,Friday
531,5851,2025-11-03,3.83,Math,Notes Review,57.1,50,Monday
532,5851,2025-11-04,3.61,History,Group Study,10.6,68,Tuesday
533,5851,2025-11-05,3.91,Math,Notes Review,50.7,59,Wednesday
534,5851,2025-11-06,1.3,History,Practice Test,44.0,82,Thursday
535,5851,2025-11-07,1.12,Math,Notes Review,36.0,89,Friday
536,5902,2025-11-03,1.06,History,Practice Test,54.8,82,Monday
537,5902,2025-11-04,3.59,History,Notes Review,36.4,63,Tuesday
538,5902,2025-11-05,3.82,Computer,Group Study,15.9,57,Wednesday
539,5902,2025-11-06,4.56,English,Group Study,27.8,83,Thursday
540,5902,2025-11-07,1.87,English,Group Study,26.0,63,Friday
541,5986,2025-11-03,2.15,Science,Pomodoro,14.0,69,Monday
542,5986,2025-11-04,3.55,Math,Group Study,42.2,65,Tuesday
543,5986,2025-11-05,1.73,Math,Notes Review,33.1,65,Wednesday
544,5986,2025-11-06,1.48,Math,Practice Test,27.0,58,Thursday
545,5986,2025-11-07,2.6,Science,Pomodoro,32.9,87,Friday
546,5998,2025-11-03,1.97,Math,Group Study,50.4,68,Monday
547,5998,2025-11-04,3.86,Math,Practice Test,17.0,83,Tuesday
548,5998,2025-11-05,4.42,English,Flashcards,6.3,85,Wednesday
549,5998,2025-11-06,3.33,Computer,Group Study,15.2,50,Thursday
550,5998,2025-11-07,2.92,English,Pomodoro,19.6,51,Friday
551,6001,2025-11-03,2.82,Math,Pomodoro,36.6,54,Monday
552,6001,2025-11-04,2.0,Computer,Practice Test,5.5,58,Tuesday
553,6001,2025-11-05,1.1,Science,Notes Review,31.3,95,Wednesday
554,6001,2025-11-06,3.12,Math,Practice Test,41.2,74,Thursday
555,6001,2025-11-07,2.51,English,Flashcards,51.1,85,Friday
556,6069,2025-11-03,3.89,History,Group Study,10.1,52,Monday
557,6069,2025-11-04,1.1,History,Pomodoro,40.7,73,Tuesday
558,6069,2025-11-05,4.97,English,Flashcards,58.3,74,Wednesday
559,6069,2025-11-06,2.43,English,Practice Test,25.7,50,Thursday
560,6069,2025-11-07,2.69,English,Group Study,11.4,88,Friday
561,6178,2025-11-03,2.07,Science,Pomodoro,15.5,58,Monday
562,6178,2025-11-04,4.84,Math,Group Study,14.6,90,Tuesday
563,6178,2025-11-05,1.71,English,Flashcards,27.0,86,Wednesday
564,6178,2025-11-06,4.3,English,Pomodoro,54.1,85,Thursday
565,6178,2025-11-07,1.81,Science,Practice Test,21.0,99,Friday
566,6326,2025-11-03,1.92,Computer,Notes Review,15.0,58,Monday
567,6326,2025-11-04,3.26,History,Notes Review,37.4,52,Tuesday
568,6326,2025-11-05,3.84,Math,Group Study,37.3,93,Wednesday
569,6326,2025-11-06,2.5,English,Flashcards,7.5,61,Thursday
570,6326,2025-11-07,2.27,English,Pomodoro,23.5,80,Friday
571,6344,2025-11-03,4.34,English,Group Study,53.8,65,Monday
572,6344,2025-11-04,1.96,Science,Practice Test,9.7,94,Tuesday
573,6344,2025-11-05,1.63,Computer,Pomodoro,16.3,85,Wednesday
574,6344,2025-11-06,2.57,Science,Notes Review,19.4,66,Thursday
575,6344,2025-11-07,4.45,Math,Flashcards,40.4,65,Friday
576,6398,2025-11-03,2.37,History,Group Study,42.8,83,Monday
577,6398,2025-11-04,1.98,Science,Notes Review,34.5,93,Tuesday
578,6398,2025-11-05,4.09,Computer,Pomodoro,22.1,96,Wednesday
579,6398,2025-11-06,2.4,Computer,Group Study,18.0,86,Thursday
580,6398,2025-11-07,2.99,Math,Notes Review,17.3,89,Friday
581,6423,2025-11-03,2.84,History,Pomodoro,16.3,51,Monday
582,6423,2025-11-04,4.15,Computer,Pomodoro,43.9,94,Tuesday
583,6423,2025-11-05,1.73,English,Flashcards,13.8,88,Wednesday
584,6423,2025-11-06,4.84,Science,Group Study,37.4,59,Thursday
585,6423,2025-11-07,3.51,History,Group Study,50.3,76,Friday
586,6489,2025-11-03,3.32,Computer,Practice Test,34.3,83,Monday
587,6489,2025-11-04,2.15,Computer,Notes Review,57.2,95,Tuesday
588,6489,2025-11-05,3.31,English,Flashcards,18.0,63,Wednesday
589,6489,2025-11-06,1.98,Computer,Notes Review,58.5,89,Thursday
590,6489,2025-11-07,1.2,History,Notes Review,38.8,62,Friday
591,6502,2025-11-03,2.02,English,Flashcards,40.7,69,Monday
592,6502,2025-11-04,4.32,English,Flashcards,25.5,94,Tuesday
593,6502,2025-11-05,3.89,Computer,Flashcards,59.0,98,Wednesday
594,6502,2025-11-06,1.56,English,Group Study,11.0,68,Thursday
595,6502,2025-11-07,4.33,English,Pomodoro,21.8,77,Friday
596,6577,2025-11-03,4.48,History,Flashcards,42.2,79,Monday
597,6577,2025-11-04,2.32,Science,Flashcards,26.2,62,Tuesday
598,6577,2025-11-05,1.36,Science,Notes Review,49.7,86,Wednesday
599,6577,2025-11-06,3.46,Science,Practice Test,33.0,72,Thursday
600,6577,2025-11-07,4.15,History,Group Study,17.6,67,Friday
601,6585,2025-11-03,4.58,Math,Notes Review,17.4,52,Monday
602,6585,2025-11-04,4.96,Computer,Group Study,7.4,86,Tuesday
603,6585,2025-11-05,4.61,History,Notes Review,40.8,79,Wednesday
604,6585,2025-11-06,1.12,English,Notes Review,27.4,76,Thursday
605,6585,2025-11-07,2.49,Science,Practice Test,24.9,88,Friday
606,6589,2025-11-03,4.4,Science,Flashcards,49.0,76,Monday
607,6589,2025-11-04,3.85,History,Flashcards,45.4,60,Tuesday
608,6589,2025-11-05,2.92,History,Flashcards,25.8,72,Wednesday
609,6589,2025-11-06,3.79,Science,Practice Test,36.9,77,Thursday
610,6589,2025-11-07,4.84,Math,Flashcards,17.1,66,Friday
611,6622,2025-11-03,3.76,English,Group Study,57.5,97,Monday
612,6622,2025-11-04,3.51,Computer,Flashcards,44.6,81,Tuesday
613,6622,2025-11-05,2.21,Math,Flashcards,12.3,96,Wednesday
614,6622,2025-11-06,1.3,Science,Flashcards,31.9,93,Thursday
615,6622,2025-11-07,4.91,English,Pomodoro,48.7,59,Friday
616,6711,2025-11-03,2.97,Computer,Pomodoro,15.8,95,Monday
617,6711,2025-11-04,4.64,Math,Practice Test,49.3,87,Tuesday
618,6711,2025-11-05,3.8,Math,Flashcards,17.1,70,Wednesday
619,6711,2025-11-06,2.3,Math,Notes Review,42.8,68,Thursday
620,6711,2025-11-07,1.53,Science,Group Study,13.7,69,Friday
621,6716,2025-11-03,1.8,Math,Pomodoro,29.0,74,Monday
622,6716,2025-11-04,4.85,Science,Group Study,44.3,60,Tuesday
623,6716,2025-11-05,1.77,Math,Flashcards,10.4,58,Wednesday
624,6716,2025-11-06,4.13,Science,Notes Review,50.9,91,Thursday
625,6716,2025-11-07,4.08,English,Group Study,23.3,99,Friday
626,6729,2025-11-03,3.81,Science,Practice Test,50.2,66,Monday
627,6729,2025-11-04,4.23,English,Flashcards,25.4,78,Tuesday
628,6729,2025-11-05,4.82,Science,Pomodoro,48.5,82,Wednesday
629,6729,2025-11-06,1.77,English,Group Study,18.2,84,Thursday
630,6729,2025-11-07,4.89,Math,Flashcards,29.5,50,Friday
631,6733,2025-11-03,2.2,Computer,Practice Test,45.7,73,Monday
632,6733,2025-11-04,3.13,Science,Group Study,44.8,61,Tuesday
633,6733,2025-11-05,1.24,Math,Group Study,44.2,73,Wednesday
634,6733,2025-11-06,2.5,English,Pomodoro,27.6,92,Thursday
635,6733,2025-11-07,2.26,History,Pomodoro,22.9,72,Friday
636,6780,2025-11-03,2.53,History,Pomodoro,50.6,61,Monday
637,6780,2025-11-04,1.14,English,Notes Review,49.9,99,Tuesday
638,6780,2025-11-05,3.7,Science,Practice Test,47.1,67,Wednesday
639,6780,2025-11-06,1.32,Science,Flashcards,20.1,51,Thursday
640,6780,2025-11-07,3.75,Math,Group Study,22.9,69,Friday
641,6809,2025-11-03,3.23,History,Flashcards,11.6,86,Monday
642,6809,2025-11-04,3.16,Math,Flashcards,38.8,99,Tuesday
643,6809,2025-11-05,3.49,Math,Notes Review,16.2,92,Wednesday
644,6809,2025-11-06,3.63,Math,Pomodoro,30.3,91,Thursday
645,6809,2025-11-07,3.62,History,Group Study,48.6,65,Friday
646,6915,2025-11-03,4.16,Science,Group Study,48.8,50,Monday
647,6915,2025-11-04,1.51,Science,Notes Review,36.6,79,Tuesday
648,6915,2025-11-05,1.08,History,Flashcards,12.9,63,Wednesday
649,6915,2025-11-06,4.09,History,Group Study,35.4,70,Thursday
650,6915,2025-11-07,2.49,Computer,Flashcards,6.3,62,Friday
651,7002,2025-11-03,1.11,Science,Notes Review,33.2,52,Monday
652,7002,2025-11-04,3.37,History,Practice Test,27.3,61,Tuesday
653,7002,2025-11-05,2.22,Computer,Notes Review,33.3,52,Wednesday
654,7002,2025-11-06,4.38,Math,Pomodoro,7.0,61,Thursday
655,7002,2025-11-07,1.57,English,Pomodoro,6.7,52,Friday
656,7081,2025-11-03,1.27,Computer,Pomodoro,7.8,81,Monday
657,7081,2025-11-04,4.94,Math,Pomodoro,10.7,69,Tuesday
658,7081,2025-11-05,4.41,Computer,Flashcards,47.7,99,Wednesday
659,7081,2025-11-06,3.01,English,Practice Test,27.3,94,Thursday
660,7081,2025-11-07,2.35,Science,Practice Test,34.6,95,Friday
661,7107,2025-11-03,4.99,Computer,Flashcards,33.0,90,Monday
662,7107,2025-11-04,2.83,Computer,Notes Review,22.3,58,Tuesday
663,7107,2025-11-05,3.12,Math,Notes Review,42.4,60,Wednesday
664,7107,2025-11-06,3.36,History,Flashcards,26.9,82,Thursday
665,7107,2025-11-07,4.53,History,Practice Test,36.7,92,Friday
666,7186,2025-11-03,1.91,History,Practice Test,53.5,73,Monday
667,7186,2025-11-04,1.35,Computer,Practice Test,25.8,90,Tuesday
668,7186,2025-11-05,2.96,History,Pomodoro,35.0,70,Wednesday
669,7186,2025-11-06,3.15,Science,Flashcards,6.0,90,Thursday
670,7186,2025-11-07,2.47,Science,Notes Review,24.3,97,Friday
671,7240,2025-11-03,2.15,Science,Pomodoro,5.7,62,Monday
672,7240,2025-11-04,4.07,History,Notes Review,40.6,81,Tuesday
673,7240,2025-11-05,3.92,Computer,Pomodoro,35.9,65,Wednesday
674,7240,2025-11-06,3.49,Science,Notes Review,46.7,95,Thursday
675,7240,2025-11-07,2.83,Math,Practice Test,6.7,73,Friday
676,7265,2025-11-03,1.65,History,Flashcards,35.7,69,Monday
677,7265,2025-11-04,2.58,English,Pomodoro,38.9,61,Tuesday
678,7265,2025-11-05,4.34,Science,Notes Review,44.8,87,Wednesday
679,7265,2025-11-06,2.61,Computer,Pomodoro,58.8,85,Thursday
680,7265,2025-11-07,4.88,English,Flashcards,45.7,94,Friday
681,7287,2025-11-03,3.4,Computer,Pomodoro,5.8,69,Monday
682,7287,2025-11-04,3.99,Math,Group Study,52.1,52,Tuesday
683,7287,2025-11-05,3.37,Science,Flashcards,33.7,62,Wednesday
684,7287,2025-11-06,3.51,Computer,Notes Review,20.9,73,Thursday
685,7287,2025-11-07,1.98,English,Pomodoro,19.9,87,Friday
686,7304,2025-11-03,2.37,Science,Flashcards,34.0,95,Monday
687,7304,2025-11-04,2.52,History,Group Study,11.9,65,Tuesday
688,7304,2025-11-05,2.78,Science,Flashcards,53.0,69,Wednesday
689,7304,2025-11-06,3.2,Computer,Flashcards,49.8,86,Thursday
690,7304,2025-11-07,1.41,English,Practice Test,41.8,64,Friday
691,7506,2025-11-03,3.7,Computer,Pomodoro,41.6,76,Monday
692,7506,2025-11-04,3.97,History,Practice Test,14.2,62,Tuesday
693,7506,2025-11-05,4.86,Math,Pomodoro,18.1,63,Wednesday
694,7506,2025-11-06,4.15,English,Pomodoro,43.5,86,Thursday
695,7506,2025-11-07,2.3,Computer,Pomodoro,27.8,90,Friday
696,7574,2025-11-03,1.94,Computer,Group Study,33.5,69,Monday
697,7574,2025-11-04,3.36,English,Pomodoro,50.4,73,Tuesday
698,7574,2025-11-05,2.0,Science,Practice Test,59.4,90,Wednesday
699,7574,2025-11-06,1.37,Science,Practice Test,11.8,83,Thursday
700,7574,2025-11-07,2.27,Computer,Notes Review,41.4,52,Friday
701,7637,2025-11-03,3.07,History,Group Study,30.9,86,Monday
702,7637,2025-11-04,4.9,Computer,Notes Review,52.7,89,Tuesday
703,7637,2025-11-05,4.51,Math,Notes Review,42.9,58,Wednesday
704,7637,2025-11-06,2.18,English,Group Study,34.6,63,Thursday
705,7637,2025-11-07,4.34,Science,Notes Review,15.4,83,Friday
706,7657,2025-11-03,4.61,Math,Practice Test,11.6,64,Monday
707,7657,2025-11-04,1.98,Science,Pomodoro,16.7,81,Tuesday
708,7657,2025-11-05,4.91,Math,Practice Test,13.8,95,Wednesday
709,7657,2025-11-06,4.39,Computer,Notes Review,33.7,60,Thursday
710,7657,2025-11-07,3.31,English,Flashcards,51.5,58,Friday
711,7728,2025-11-03,1.98,Math,Group Study,53.8,80,Monday
712,7728,2025-11-04,2.48,Computer,Practice Test,13.0,62,Tuesday
713,7728,2025-11-05,4.43,English,Pomodoro,41.9,83,Wednesday
714,7728,2025-11-06,1.21,Science,Notes Review,59.5,70,Thursday
715,7728,2025-11-07,3.83,Computer,Practice Test,6.7,87,Friday
716,7752,2025-11-03,3.09,English,Group Study,52.5,54,Monday
717,7752,2025-11-04,3.01,History,Flashcards,53.6,77,Tuesday
718,7752,2025-11-05,2.99,Science,Notes Review,14.1,96,Wednesday
719,7752,2025-11-06,2.71,Computer,Flashcards,56.5,73,Thursday
720,7752,2025-11-07,4.18,History,Flashcards,44.3,78,Friday
721,7780,2025-11-03,2.61,Computer,Practice Test,45.5,82,Monday
722,7780,2025-11-04,2.34,Computer,Pomodoro,22.1,95,Tuesday
723,7780,2025-11-05,2.57,History,Group Study,48.4,73,Wednesday
724,7780,2025-11-06,4.99,English,Practice Test,27.6,75,Thursday
725,7780,2025-11-07,1.1,Math,Group Study,58.4,62,Friday
726,7829,2025-11-03,3.02,Math,Practice Test,7.8,70,Monday
727,7829,2025-11-04,1.74,Science,Practice Test,29.7,53,Tuesday
728,7829,2025-11-05,2.82,History,Practice Test,25.8,73,Wednesday
729,7829,2025-11-06,1.39,Math,Practice Test,14.5,94,Thursday
730,7829,2025-11-07,4.46,History,Group Study,24.0,50,Friday
731,7871,2025-11-03,4.3,History,Pomodoro,26.6,51,Monday
732,7871,2025-11-04,4.66,Computer,Pomodoro,43.8,95,Tuesday
733,7871,2025-11-05,2.46,Math,Flashcards,12.0,61,Wednesday
734,7871,2025-11-06,4.4,History,Flashcards,58.0,75,Thursday
735,7871,2025-11-07,1.93,English,Group Study,32.5,52,Friday
736,7933,2025-11-03,1.12,English,Group Study,35.7,59,Monday
737,7933,2025-11-04,1.38,Math,Flashcards,12.4,83,Tuesday
738,7933,2025-11-05,3.59,Science,Group Study,53.4,86,Wednesday
739,7933,2025-11-06,1.35,English,Group Study,26.8,75,Thursday
740,7933,2025-11-07,4.0,History,Group Study,57.3,64,Friday
741,7998,2025-11-03,1.45,Computer,Group Study,55.9,80,Monday
742,7998,2025-11-04,4.6,Science,Practice Test,21.6,52,Tuesday
743,7998,2025-11-05,2.13,Computer,Notes Review,52.4,73,Wednesday
744,7998,2025-11-06,5.0,Computer,Practice Test,59.2,92,Thursday
745,7998,2025-11-07,3.24,English,Notes Review,12.9,77,Friday
746,8021,2025-11-03,3.2,Computer,Flashcards,8.5,90,Monday
747,8021,2025-11-04,3.64,Computer,Pomodoro,39.8,59,Tuesday
748,8021,2025-11-05,3.11,Science,Pomodoro,17.5,56,Wednesday
749,8021,2025-11-06,4.42,History,Practice Test,29.9,85,Thursday
750,8021,2025-11-07,1.11,Science,Group Study,24.6,99,Friday
751,8040,2025-11-03,2.91,Math,Flashcards,43.1,82,Monday
752,8040,2025-11-04,2.92,Computer,Group Study,28.3,94,Tuesday
753,8040,2025-11-05,1.65,History,Notes Review,11.9,66,Wednesday
754,8040,2025-11-06,3.88,History,Group Study,33.9,79,Thursday
755,8040,2025-11-07,2.72,Science,Pomodoro,13.3,76,Friday
756,8082,2025-11-03,1.33,History,Notes Review,18.8,67,Monday
757,8082,2025-11-04,2.86,History,Flashcards,22.7,60,Tuesday
758,8082,2025-11-05,2.42,Computer,Practice Test,45.9,60,Wednesday
759,8082,2025-11-06,2.89,English,Flashcards,45.5,84,Thursday
760,8082,2025-11-07,2.95,English,Flashcards,54.0,62,Friday
761,8125,2025-11-03,3.79,English,Group Study,10.2,57,Monday
762,8125,2025-11-04,4.46,History,Practice Test,38.7,51,Tuesday
763,8125,2025-11-05,3.64,Math,Group Study,32.0,66,Wednesday
764,8125,2025-11-06,1.02,Science,Practice Test,19.7,71,Thursday
765,8125,2025-11-07,4.49,Computer,Practice Test,23.8,74,Friday
766,8134,2025-11-03,1.62,Science,Flashcards,35.6,75,Monday
767,8134,2025-11-04,1.53,Science,Flashcards,7.5,56,Tuesday
768,8134,2025-11-05,3.8,Math,Flashcards,20.9,51,Wednesday
769,8134,2025-11-06,1.77,Science,Practice Test,16.6,65,Thursday
770,8134,2025-11-07,3.7,Computer,Pomodoro,13.9,93,Friday
771,8155,2025-11-03,4.46,English,Flashcards,51.1,58,Monday
772,8155,2025-11-04,3.45,Computer,Group Study,41.0,82,Tuesday
773,8155,2025-11-05,1.66,Math,Flashcards,9.9,57,Wednesday
774,8155,2025-11-06,3.41,History,Practice Test,51.9,69,Thursday
775,8155,2025-11-07,2.68,English,Practice Test,52.1,71,Friday
776,8265,2025-11-03,1.88,English,Practice Test,41.8,50,Monday
777,8265,2025-11-04,2.04,Science,Notes Review,28.4,84,Tuesday
