Log_id,Student_id,Date,Day_name,Study_hour,Subject,Method_used,Distraction_time,Quiz_score
2033,250204,2025-11-17,Monday,2.69,Computer,Notes Review,6.4,98
2034,250204,2025-11-18,Tuesday,2.89,Computer,Videos,11.6,86
2035,250204,2025-11-19,Wednesday,2.53,Science,Videos,11.0,92
2036,250204,2025-11-20,Thursday,2.91,Computer,Videos,14.1,99
2037,250204,2025-11-21,Friday,2.58,Computer,Pomodoro,5.4,91
2038,250204,2025-11-24,Monday,2.63,Computer,Pomodoro,14.8,97
2039,250204,2025-11-25,Tuesday,2.51,Science,Videos,11.9,97
2040,250204,2025-11-26,Wednesday,2.95,Math,Notes Review,14.8,87
2041,250205,2025-11-13,Thursday,2.52,Math,Pomodoro,14.1,85
2042,250205,2025-11-14,Friday,2.88,Science,Videos,12.3,99
2043,250205,2025-11-17,Monday,2.81,Computer,Notes Review,12.5,95
2044,250205,2025-11-18,Tuesday,2.66,Science,Pomodoro,13.4,97
2045,250205,2025-11-19,Wednesday,2.57,Computer,Videos,11.9,89
2046,250205,2025-11-20,Thursday,2.66,English,Videos,6.2,86
2047,250205,2025-11-21,Friday,2.73,Math,Notes Review,14.1,88
2048,250205,2025-11-24,Monday,2.65,Science,Pomodoro,8.5,85
2049,250205,2025-11-25,Tuesday,2.7,Math,Notes Review,5.6,88
2050,250205,2025-11-26,Wednesday,2.85,Science,Pomodoro,5.4,93
2051,250206,2025-11-13,Thursday,1.93,Computer,Notes Review,28.5,82
2052,250206,2025-11-14,Friday,2.28,Math,Notes Review,20.4,71
2053,250206,2025-11-17,Monday,2.1,Science,Pomodoro,31.8,79
2054,250206,2025-11-18,Tuesday,2.07,Math,Pomodoro,29.9,61
2055,250206,2025-11-19,Wednesday,2.27,Computer,Notes Review,31.4,70
2056,250206,2025-11-20,Thursday,2.03,English,Pomodoro,30.9,84
2057,250206,2025-11-21,Friday,1.86,Science,Notes Review,20.4,74
2058,250206,2025-11-24,Monday,2.12,Computer,Notes Review,16.1,60
2059,250206,2025-11-25,Tuesday,1.82,Science,Pomodoro,29.1,60
2060,250206,2025-11-26,Wednesday,2.22,Computer,Videos,15.6,67
2061,250207,2025-11-13,Thursday,1.87,English,Pomodoro,29.1,71
2062,250207,2025-11-14,Friday,2.26,Computer,Pomodoro,22.2,67
2063,250207,2025-11-17,Monday,2.09,Computer,Notes Review,26.0,82
2064,250207,2025-11-18,Tuesday,2.04,Math,Notes Review,33.8,83
2065,250207,2025-11-19,Wednesday,2.09,Computer,Notes Review,21.7,76
2066,250207,2025-11-20,Thursday,1.94,Science,Notes Review,17.6,60
2067,250207,2025-11-21,Friday,2.21,Science,Notes Review,31.7,81
2068,250207,2025-11-24,Monday,2.24,Math,Pomodoro,25.7,69
2069,250207,2025-11-25,Tuesday,1.99,Science,Pomodoro,17.8,68
2070,250207,2025-11-26,Wednesday,2.21,English,Videos,28.2,60
2071,250208,2025-11-13,Thursday,1.18,Computer,Notes Review,41.0,32
2072,250208,2025-11-14,Friday,1.45,Math,Videos,38.4,43
2073,250208,2025-11-17,Monday,1.07,Computer,Videos,39.8,20
2074,250208,2025-11-18,Tuesday,1.65,Computer,Videos,54.1,44
2075,250208,2025-11-19,Wednesday,1.64,Science,Notes Review,50.1,55
2076,250208,2025-11-20,Thursday,1.62,Science,Videos,47.5,35
2077,250208,2025-11-21,Friday,1.01,English,Notes Review,47.1,23
2078,250208,2025-11-24,Monday,1.58,Science,Pomodoro,41.1,35
2079,250208,2025-11-25,Tuesday,1.64,English,Videos,59.7,40
2080,250208,2025-11-26,Wednesday,1.52,Science,Pomodoro,42.1,51
2081,250209,2025-11-13,Thursday,2.92,Math,Notes Review,5.3,86
2082,250209,2025-11-14,Friday,2.78,Computer,Notes Review,9.8,88
2083,250209,2025-11-17,Monday,2.53,Math,Notes Review,9.0,93
2084,250209,2025-11-18,Tuesday,2.7,Science,Pomodoro,13.8,97
2085,250209,2025-11-19,Wednesday,2.82,Math,Notes Review,8.7,85
2086,250209,2025-11-20,Thursday,2.56,English,Videos,8.1,95
2087,250209,2025-11-21,Friday,2.63,Computer,Videos,10.3,97
2088,250209,2025-11-24,Monday,2.97,English,Notes Review,13.0,88
2089,250209,2025-11-25,Tuesday,2.93,Computer,Videos,6.3,98
2090,250209,2025-11-26,Wednesday,2.98,Math,Pomodoro,6.3,99
2091,250210,2025-11-13,Thursday,1.07,English,Notes Review,35.5,50
2092,250210,2025-11-14,Friday,1.35,Computer,Notes Review,39.9,23
2093,250210,2025-11-17,Monday,1.16,Math,Pomodoro,41.0,25
2094,250210,2025-11-18,Tuesday,1.58,English,Videos,36.0,44
2095,250210,2025-11-19,Wednesday,1.24,Math,Notes Review,35.0,48
2096,250210,2025-11-20,Thursday,1.23,Math,Pomodoro,38.7,26
2097,250210,2025-11-21,Friday,1.27,Computer,Notes Review,43.3,50
2098,250210,2025-11-24,Monday,1.32,Math,Notes Review,43.4,45
2099,250210,2025-11-25,Tuesday,1.25,Computer,Videos,51.9,48
2100,250210,2025-11-26,Wednesday,1.55,Science,Pomodoro,35.1,52
2101,250211,2025-11-13,Thursday,2.2,English,Pomodoro,20.1,60
2102,250211,2025-11-14,Friday,1.98,English,Pomodoro,18.2,79
2103,250211,2025-11-17,Monday,2.34,Computer,Notes Review,29.6,75
2104,250211,2025-11-18,Tuesday,2.14,Math,Notes Review,21.3,71
2105,250211,2025-11-19,Wednesday,2.36,English,Pomodoro,31.1,61
2106,250211,2025-11-20,Thursday,2.34,Math,Notes Review,22.0,62
2107,250211,2025-11-21,Friday,2.39,Computer,Videos,30.2,65
2108,250211,2025-11-24,Monday,1.99,English,Notes Review,25.5,80
2109,250211,2025-11-25,Tuesday,2.28,English,Pomodoro,27.6,77
2110,250211,2025-11-26,Wednesday,2.0,Math,Notes Review,28.2,61
2111,250212,2025-11-13,Thursday,2.2,English,Videos,19.3,64
2112,250212,2025-11-14,Friday,2.03,Science,Pomodoro,30.8,77
2113,250212,2025-11-17,Monday,2.4,Computer,Videos,17.1,76
2114,250212,2025-11-18,Tuesday,2.17,Science,Videos,30.9,83
2115,250212,2025-11-19,Wednesday,2.09,English,Videos,33.0,71
2116,250212,2025-11-20,Thursday,2.16,Computer,Pomodoro,27.1,64
2117,250212,2025-11-21,Friday,2.22,English,Videos,21.8,73
2118,250212,2025-11-24,Monday,1.88,Computer,Notes Review,32.7,63
2119,250212,2025-11-25,Tuesday,2.11,Math,Pomodoro,23.4,68
2120,250212,2025-11-26,Wednesday,1.91,Computer,Videos,19.5,66
2121,250213,2025-11-13,Thursday,2.15,Math,Notes Review,31.9,71
2122,250213,2025-11-14,Friday,2.2,Science,Notes Review,33.0,80
2123,250213,2025-11-17,Monday,2.27,Math,Notes Review,16.9,64
2124,250213,2025-11-18,Tuesday,2.17,Science,Pomodoro,27.9,61
2125,250213,2025-11-19,Wednesday,1.81,English,Pomodoro,24.6,81
2126,250213,2025-11-20,Thursday,1.82,English,Videos,19.0,65
2127,250213,2025-11-21,Friday,2.25,Science,Videos,30.9,82
2128,250213,2025-11-24,Monday,1.96,English,Notes Review,15.6,77
2129,250213,2025-11-25,Tuesday,2.36,English,Notes Review,22.6,84
2130,250213,2025-11-26,Wednesday,2.31,Math,Notes Review,24.9,66
2131,250214,2025-11-13,Thursday,2.13,English,Pomodoro,29.2,80
2132,250214,2025-11-14,Friday,1.88,Computer,Videos,33.1,63
2133,250214,2025-11-17,Monday,1.87,Science,Pomodoro,18.5,64
2134,250214,2025-11-18,Tuesday,2.06,Computer,Videos,30.7,63
2135,250214,2025-11-19,Wednesday,2.0,Computer,Pomodoro,27.2,70
2136,250214,2025-11-20,Thursday,1.91,Math,Videos,24.4,80
2137,250214,2025-11-21,Friday,1.83,English,Notes Review,29.6,67
2138,250214,2025-11-24,Monday,2.19,Computer,Pomodoro,31.6,70
2139,250214,2025-11-25,Tuesday,2.09,English,Videos,30.3,65
2140,250214,2025-11-26,Wednesday,2.34,Math,Pomodoro,24.4,84
2141,250215,2025-11-13,Thursday,1.81,Science,Notes Review,27.5,63
2142,250215,2025-11-14,Friday,2.38,Science,Videos,32.3,66
2143,250215,2025-11-17,Monday,1.89,English,Notes Review,23.7,84
2144,250215,2025-11-18,Tuesday,2.15,English,Videos,22.8,69
2145,250215,2025-11-19,Wednesday,2.1,Science,Pomodoro,18.2,78
2146,250215,2025-11-20,Thursday,1.9,Math,Notes Review,28.3,71
2147,250215,2025-11-21,Friday,2.14,Math,Videos,28.4,72
2148,250215,2025-11-24,Monday,2.37,English,Videos,30.3,83
2149,250215,2025-11-25,Tuesday,2.23,Science,Videos,30.8,63
2150,250215,2025-11-26,Wednesday,1.97,Math,Notes Review,31.1,64
2151,250216,2025-11-13,Thursday,1.47,Math,Notes Review,48.5,58
2152,250216,2025-11-14,Friday,1.0,Computer,Notes Review,41.0,42
2153,250216,2025-11-17,Monday,1.42,English,Videos,43.6,54
2154,250216,2025-11-18,Tuesday,1.11,Computer,Videos,36.2,27
2155,250216,2025-11-19,Wednesday,1.61,Computer,Notes Review,38.7,24
2156,250216,2025-11-20,Thursday,1.5,English,Notes Review,57.7,25
2157,250216,2025-11-21,Friday,1.25,Math,Pomodoro,37.9,24
2158,250216,2025-11-24,Monday,1.02,Math,Notes Review,52.8,27
2159,250216,2025-11-25,Tuesday,1.15,Computer,Videos,43.3,46
2160,250216,2025-11-26,Wednesday,1.06,Math,Notes Review,53.7,47
2161,250217,2025-11-13,Thursday,2.84,Computer,Notes Review,10.7,92
2162,250217,2025-11-14,Friday,2.62,Computer,Pomodoro,7.8,99
2163,250217,2025-11-17,Monday,2.85,Computer,Videos,9.4,93
2164,250217,2025-11-18,Tuesday,2.82,Computer,Pomodoro,8.8,85
2165,250217,2025-11-19,Wednesday,2.98,Science,Videos,14.0,85
2166,250217,2025-11-20,Thursday,2.82,English,Videos,14.5,89
2167,250217,2025-11-21,Friday,2.76,English,Pomodoro,7.9,90
2168,250217,2025-11-24,Monday,2.51,Math,Videos,5.6,88
2169,250217,2025-11-25,Tuesday,2.85,Science,Pomodoro,5.9,85
2170,250217,2025-11-26,Wednesday,2.58,Math,Pomodoro,8.9,97
2171,250218,2025-11-13,Thursday,1.99,English,Pomodoro,15.7,64
2172,250218,2025-11-14,Friday,1.81,Computer,Pomodoro,33.7,63
2173,250218,2025-11-17,Monday,1.88,Computer,Notes Review,24.4,60
2174,250218,2025-11-18,Tuesday,2.4,Math,Pomodoro,26.1,66
2175,250218,2025-11-19,Wednesday,2.32,Computer,Notes Review,26.1,81
2176,250218,2025-11-20,Thursday,2.2,Math,Pomodoro,28.8,65
2177,250218,2025-11-21,Friday,2.16,Math,Videos,33.3,76
2178,250218,2025-11-24,Monday,2.19,English,Pomodoro,29.3,69
2179,250218,2025-11-25,Tuesday,1.89,Science,Videos,23.3,80
2180,250218,2025-11-26,Wednesday,2.07,Computer,Notes Review,31.9,78
2181,250219,2025-11-13,Thursday,1.53,Math,Videos,37.7,27
2182,250219,2025-11-14,Friday,1.63,Math,Videos,52.0,59
2183,250219,2025-11-17,Monday,1.08,Math,Notes Review,44.8,56
2184,250219,2025-11-18,Tuesday,1.26,Math,Notes Review,38.4,23
2185,250219,2025-11-19,Wednesday,1.7,Science,Notes Review,49.6,24
2186,250219,2025-11-20,Thursday,1.69,Science,Videos,49.9,55
2187,250219,2025-11-21,Friday,1.3,Math,Pomodoro,44.7,34
2188,250219,2025-11-24,Monday,1.29,Science,Notes Review,36.6,34
2189,250219,2025-11-25,Tuesday,1.54,English,Videos,36.7,23
2190,250219,2025-11-26,Wednesday,1.66,Math,Pomodoro,39.3,28
2191,250220,2025-11-13,Thursday,1.39,Math,Pomodoro,48.6,23
2192,250220,2025-11-14,Friday,1.36,Math,Notes Review,41.9,35
2193,250220,2025-11-17,Monday,1.14,Science,Pomodoro,40.0,22
2194,250220,2025-11-18,Tuesday,1.21,Math,Notes Review,43.2,24
2195,250220,2025-11-19,Wednesday,1.13,Computer,Videos,42.8,55
2196,250220,2025-11-20,Thursday,1.37,Science,Pomodoro,46.8,42
2197,250220,2025-11-21,Friday,1.64,English,Videos,48.4,22
2198,250220,2025-11-24,Monday,1.59,Math,Pomodoro,50.0,30
2199,250220,2025-11-25,Tuesday,1.28,English,Notes Review,48.0,22
2200,250220,2025-11-26,Wednesday,1.4,Science,Pomodoro,53.8,49
2201,250221,2025-11-13,Thursday,2.21,Science,Pomodoro,20.0,84
2202,250221,2025-11-14,Friday,2.05,Science,Notes Review,33.2,60
2203,250221,2025-11-17,Monday,2.34,Computer,Notes Review,22.9,65
2204,250221,2025-11-18,Tuesday,1.86,Math,Pomodoro,15.3,80
2205,250221,2025-11-19,Wednesday,2.31,English,Notes Review,26.6,62
2206,250221,2025-11-20,Thursday,1.81,Computer,Notes Review,27.1,84
2207,250221,2025-11-21,Friday,1.97,Science,Notes Review,28.7,74
2208,250221,2025-11-24,Monday,2.34,Science,Videos,25.9,72
2209,250221,2025-11-25,Tuesday,2.29,English,Videos,31.0,69
2210,250221,2025-11-26,Wednesday,2.33,Math,Pomodoro,22.2,83
2211,250222,2025-11-13,Thursday,2.13,Math,Videos,24.9,83
2212,250222,2025-11-14,Friday,2.15,English,Videos,23.2,80
2213,250222,2025-11-17,Monday,2.38,Science,Pomodoro,25.0,61
2214,250222,2025-11-18,Tuesday,2.07,Science,Notes Review,25.7,82
2215,250222,2025-11-19,Wednesday,2.33,English,Videos,23.7,65
2216,250222,2025-11-20,Thursday,2.34,Science,Videos,33.6,73
2217,250222,2025-11-21,Friday,2.22,Science,Notes Review,18.5,82
2218,250222,2025-11-24,Monday,1.84,Computer,Videos,19.4,74
2219,250222,2025-11-25,Tuesday,1.93,English,Notes Review,16.2,75
2220,250222,2025-11-26,Wednesday,2.16,Math,Videos,18.0,78
2221,250223,2025-11-13,Thursday,2.9,Math,Notes Review,6.8,99
2222,250223,2025-11-14,Friday,2.84,Science,Videos,9.2,90
2223,250223,2025-11-17,Monday,2.61,Science,Pomodoro,6.9,96
2224,250223,2025-11-18,Tuesday,2.63,Science,Pomodoro,5.1,94
2225,250223,2025-11-19,Wednesday,2.69,Computer,Videos,5.6,92
2226,250223,2025-11-20,Thursday,2.73,Computer,Notes Review,8.5,90
2227,250223,2025-11-21,Friday,2.62,Math,Videos,7.6,89
2228,250223,2025-11-24,Monday,2.93,Computer,Pomodoro,11.7,95
2229,250223,2025-11-25,Tuesday,2.9,Computer,Pomodoro,7.9,94
2230,250223,2025-11-26,Wednesday,2.87,Math,Pomodoro,13.5,91
2231,250224,2025-11-13,Thursday,2.95,Math,Notes Review,13.2,92
2232,250224,2025-11-14,Friday,2.61,Computer,Videos,8.9,96
2233,250224,2025-11-17,Monday,2.7,Science,Videos,7.1,92
2234,250224,2025-11-18,Tuesday,2.59,Computer,Pomodoro,12.4,92
2235,250224,2025-11-19,Wednesday,2.99,English,Pomodoro,8.9,93
2236,250224,2025-11-20,Thursday,2.8,Science,Notes Review,11.0,91
2237,250224,2025-11-21,Friday,2.62,Computer,Pomodoro,12.3,96
2238,250224,2025-11-24,Monday,2.57,Math,Videos,6.0,87
2239,250224,2025-11-25,Tuesday,2.85,Math,Notes Review,12.5,90
2240,250224,2025-11-26,Wednesday,2.92,Computer,Notes Review,8.6,87
2241,250225,2025-11-13,Thursday,1.93,Science,Pomodoro,24.8,74
2242,250225,2025-11-14,Friday,2.28,Science,Videos,20.1,79
2243,250225,2025-11-17,Monday,2.28,Math,Notes Review,30.8,72
2244,250225,2025-11-18,Tuesday,2.12,English,Notes Review,33.2,66
2245,250225,2025-11-19,Wednesday,1.82,Math,Notes Review,25.7,65
2246,250225,2025-11-20,Thursday,1.87,Computer,Videos,20.6,73
2247,250225,2025-11-21,Friday,1.89,Math,Pomodoro,32.2,80
2248,250225,2025-11-24,Monday,2.14,Science,Videos,24.4,80
2249,250225,2025-11-25,Tuesday,1.91,Computer,Pomodoro,17.3,64
2250,250225,2025-11-26,Wednesday,2.11,Computer,Notes Review,27.6,79
2251,250226,2025-11-13,Thursday,2.09,Computer,Notes Review,18.2,78
2252,250226,2025-11-14,Friday,2.09,Computer,Notes Review,34.8,73
2253,250226,2025-11-17,Monday,1.93,Computer,Pomodoro,25.4,61
2254,250226,2025-11-18,Tuesday,2.16,Science,Pomodoro,16.7,73
2255,250226,2025-11-19,Wednesday,1.98,Computer,Videos,16.7,74
2256,250226,2025-11-20,Thursday,2.15,Science,Notes Review,21.8,83
2257,250226,2025-11-21,Friday,1.88,Science,Notes Review,16.4,81
2258,250226,2025-11-24,Monday,2.05,Computer,Pomodoro,22.7,65
2259,250226,2025-11-25,Tuesday,2.15,English,Notes Review,16.2,83
2260,250226,2025-11-26,Wednesday,2.11,Computer,Videos,33.9,66
2261,250227,2025-11-13,Thursday,2.9,Computer,Pomodoro,12.8,93
2262,250227,2025-11-14,Friday,2.93,Science,Notes Review,7.4,93
2263,250227,2025-11-17,Monday,2.59,Math,Pomodoro,10.1,98
2264,250227,2025-11-18,Tuesday,2.53,English,Pomodoro,10.3,97
2265,250227,2025-11-19,Wednesday,2.84,Computer,Videos,9.8,98
2266,250227,2025-11-20,Thursday,2.71,Math,Notes Review,11.1,98
2267,250227,2025-11-21,Friday,2.75,Science,Notes Review,13.2,92
2268,250227,2025-11-24,Monday,2.91,English,Videos,12.2,89
2269,250227,2025-11-25,Tuesday,2.73,English,Videos,11.9,86
2270,250227,2025-11-26,Wednesday,2.57,English,Videos,11.7,89
2271,250228,2025-11-13,Thursday,1.89,English,Videos,30.9,74
2272,250228,2025-11-14,Friday,1.93,Math,Pomodoro,26.7,69
2273,250228,2025-11-17,Monday,2.35,Science,Notes Review,25.9,71
2274,250228,2025-11-18,Tuesday,1.84,Computer,Notes Review,23.6,63
2275,250228,2025-11-19,Wednesday,2.3,English,Pomodoro,34.6,71
2276,250228,2025-11-20,Thursday,2.1,English,Pomodoro,16.0,60
2277,250228,2025-11-21,Friday,2.37,Science,Videos,22.3,72
2278,250228,2025-11-24,Monday,1.81,English,Notes Review,22.3,75
2279,250228,2025-11-25,Tuesday,2.18,Science,Notes Review,27.6,68
2280,250228,2025-11-26,Wednesday,2.06,Science,Notes Review,18.9,83
2281,250229,2025-11-13,Thursday,2.54,Math,Pomodoro,9.8,93
2282,250229,2025-11-14,Friday,2.87,English,Videos,6.1,93
2283,250229,2025-11-17,Monday,2.81,English,Pomodoro,13.3,90
2284,250229,2025-11-18,Tuesday,2.5,English,Notes Review,10.9,93
2285,250229,2025-11-19,Wednesday,2.99,English,Notes Review,8.9,88
2286,250229,2025-11-20,Thursday,2.55,Science,Pomodoro,7.1,86
2287,250229,2025-11-21,Friday,2.84,English,Pomodoro,8.7,96
2288,250229,2025-11-24,Monday,2.93,Math,Videos,14.3,92
2289,250229,2025-11-25,Tuesday,2.61,Computer,Notes Review,13.3,97
2290,250229,2025-11-26,Wednesday,2.79,English,Notes Review,7.7,97
2291,250230,2025-11-13,Thursday,2.0,Science,Pomodoro,21.5,69
2292,250230,2025-11-14,Friday,1.93,Computer,Videos,21.8,81
2293,250230,2025-11-17,Monday,2.11,Math,Pomodoro,24.0,80
2294,250230,2025-11-18,Tuesday,2.2,Computer,Notes Review,26.8,82
2295,250230,2025-11-19,Wednesday,2.06,Math,Videos,26.0,63
2296,250230,2025-11-20,Thursday,1.96,Math,Pomodoro,16.6,79
2297,250230,2025-11-21,Friday,2.22,English,Pomodoro,27.9,72
2298,250230,2025-11-24,Monday,2.25,Science,Videos,28.0,75
2299,250230,2025-11-25,Tuesday,2.17,English,Notes Review,22.5,73
2300,250230,2025-11-26,Wednesday,2.11,Computer,Pomodoro,24.2,78
2301,250231,2025-11-13,Thursday,2.17,Math,Pomodoro,16.9,80
2302,250231,2025-11-14,Friday,2.39,Science,Videos,17.2,64
2303,250231,2025-11-17,Monday,1.95,Science,Notes Review,28.8,74
2304,250231,2025-11-18,Tuesday,2.0,Math,Videos,21.0,79
2305,250231,2025-11-19,Wednesday,1.87,Science,Pomodoro,30.2,83
2306,250231,2025-11-20,Thursday,1.85,Science,Videos,16.0,72
2307,250231,2025-11-21,Friday,2.26,English,Videos,27.3,73
2308,250231,2025-11-24,Monday,2.21,Computer,Videos,30.9,82
2309,250231,2025-11-25,Tuesday,2.11,Computer,Notes Review,22.6,63
2310,250231,2025-11-26,Wednesday,2.02,Science,Notes Review,17.5,66
2311,250232,2025-11-13,Thursday,2.78,Math,Notes Review,5.2,94
2312,250232,2025-11-14,Friday,2.55,Computer,Notes Review,13.5,97
2313,250232,2025-11-17,Monday,2.99,Science,Notes Review,6.4,89
2314,250232,2025-11-18,Tuesday,2.63,Science,Notes Review,9.6,87
2315,250232,2025-11-19,Wednesday,2.76,Science,Notes Review,9.3,94
2316,250232,2025-11-20,Thursday,2.65,Science,Videos,6.1,90
2317,250232,2025-11-21,Friday,2.65,English,Notes Review,8.6,90
2318,250232,2025-11-24,Monday,2.65,Math,Videos,10.8,99
2319,250232,2025-11-25,Tuesday,2.7,Science,Notes Review,10.0,91
2320,250232,2025-11-26,Wednesday,2.64,Math,Videos,14.3,95
2321,250233,2025-11-13,Thursday,1.6,English,Videos,45.6,41
2322,250233,2025-11-14,Friday,1.57,English,Pomodoro,48.1,34
2323,250233,2025-11-17,Monday,1.16,Math,Notes Review,43.4,51
2324,250233,2025-11-18,Tuesday,1.6,Math,Pomodoro,46.0,24
2325,250233,2025-11-19,Wednesday,1.68,Computer,Notes Review,55.1,40
2326,250233,2025-11-20,Thursday,1.08,English,Pomodoro,50.0,59
2327,250233,2025-11-21,Friday,1.7,Science,Notes Review,42.2,42
2328,250233,2025-11-24,Monday,1.46,English,Notes Review,54.8,54
2329,250233,2025-11-25,Tuesday,1.15,Math,Pomodoro,43.8,43
2330,250233,2025-11-26,Wednesday,1.65,Computer,Videos,40.6,48
2331,250234,2025-11-13,Thursday,2.52,Science,Videos,11.2,92
2332,250234,2025-11-14,Friday,2.82,Science,Pomodoro,10.5,99
2333,250234,2025-11-17,Monday,2.73,Computer,Pomodoro,11.6,97
2334,250234,2025-11-18,Tuesday,2.95,Science,Videos,12.2,95
2335,250234,2025-11-19,Wednesday,2.98,Computer,Videos,7.4,89
2336,250234,2025-11-20,Thursday,2.84,Math,Videos,7.5,96
2337,250234,2025-11-21,Friday,2.83,English,Notes Review,8.2,97
2338,250234,2025-11-24,Monday,2.97,Math,Notes Review,10.3,94
2339,250234,2025-11-25,Tuesday,2.76,Computer,Videos,12.3,87
2340,250234,2025-11-26,Wednesday,2.75,Science,Videos,5.6,86
2341,250235,2025-11-13,Thursday,2.1,Computer,Pomodoro,17.7,60
2342,250235,2025-11-14,Friday,1.99,Math,Pomodoro,28.1,74
2343,250235,2025-11-17,Monday,2.2,Science,Notes Review,23.0,68
2344,250235,2025-11-18,Tuesday,2.36,Computer,Videos,21.7,76
2345,250235,2025-11-19,Wednesday,2.29,Computer,Pomodoro,32.1,70
2346,250235,2025-11-20,Thursday,1.88,Math,Notes Review,20.3,73
2347,250235,2025-11-21,Friday,1.85,Math,Notes Review,20.5,62
2348,250235,2025-11-24,Monday,2.15,Computer,Videos,33.7,72
2349,250235,2025-11-25,Tuesday,2.06,Science,Pomodoro,23.2,81
2350,250235,2025-11-26,Wednesday,2.2,English,Pomodoro,24.2,83
2351,250236,2025-11-13,Thursday,2.98,Computer,Videos,13.1,99
2352,250236,2025-11-14,Friday,2.97,Science,Videos,13.1,98
2353,250236,2025-11-17,Monday,2.91,Science,Pomodoro,10.4,87
2354,250236,2025-11-18,Tuesday,2.71,Science,Notes Review,13.8,88
2355,250236,2025-11-19,Wednesday,2.97,English,Notes Review,5.8,86
2356,250236,2025-11-20,Thursday,2.96,Math,Notes Review,8.8,90
2357,250236,2025-11-21,Friday,2.97,English,Videos,5.6,87
2358,250236,2025-11-24,Monday,2.66,Science,Notes Review,10.4,87
2359,250236,2025-11-25,Tuesday,2.56,Computer,Pomodoro,5.9,87
2360,250236,2025-11-26,Wednesday,2.65,English,Videos,13.2,95
2361,250237,2025-11-13,Thursday,2.33,Math,Notes Review,22.7,68
2362,250237,2025-11-14,Friday,1.86,Computer,Videos,30.1,82
2363,250237,2025-11-17,Monday,2.24,Computer,Videos,22.3,65
2364,250237,2025-11-18,Tuesday,2.0,Computer,Notes Review,17.5,71
2365,250237,2025-11-19,Wednesday,2.22,Computer,Pomodoro,29.0,81
2366,250237,2025-11-20,Thursday,1.94,Math,Pomodoro,24.0,73
2367,250237,2025-11-21,Friday,2.12,English,Videos,31.7,82
2368,250237,2025-11-24,Monday,1.98,Science,Notes Review,30.4,78
2369,250237,2025-11-25,Tuesday,1.9,Computer,Videos,30.5,65
2370,250237,2025-11-26,Wednesday,2.26,English,Pomodoro,23.7,69
2371,250238,2025-11-13,Thursday,2.65,Science,Notes Review,7.8,94
2372,250238,2025-11-14,Friday,2.65,Computer,Videos,10.2,99
2373,250238,2025-11-17,Monday,2.54,Computer,Pomodoro,13.1,88
2374,250238,2025-11-18,Tuesday,2.51,Computer,Notes Review,5.8,97
2375,250238,2025-11-19,Wednesday,2.91,Math,Pomodoro,13.2,94
2376,250238,2025-11-20,Thursday,2.81,English,Notes Review,13.2,94
2377,250238,2025-11-21,Friday,2.76,Math,Pomodoro,10.5,86
2378,250238,2025-11-24,Monday,2.72,Math,Notes Review,11.7,89
2379,250238,2025-11-25,Tuesday,2.9,Math,Pomodoro,14.4,88
2380,250238,2025-11-26,Wednesday,2.75,Computer,Pomodoro,13.5,92
2381,250239,2025-11-13,Thursday,2.88,Math,Videos,9.9,90
2382,250239,2025-11-14,Friday,2.68,Computer,Videos,7.6,90
2383,250239,2025-11-17,Monday,2.78,Math,Videos,14.0,92
2384,250239,2025-11-18,Tuesday,2.9,Math,Videos,8.7,95
2385,250239,2025-11-19,Wednesday,2.62,Math,Notes Review,11.2,86
2386,250239,2025-11-20,Thursday,2.73,English,Videos,5.7,90
2387,250239,2025-11-21,Friday,2.59,English,Videos,14.0,99
2388,250239,2025-11-24,Monday,2.88,Computer,Pomodoro,9.4,97
2389,250239,2025-11-25,Tuesday,2.68,Math,Notes Review,12.2,96
2390,250239,2025-11-26,Wednesday,2.66,Computer,Pomodoro,9.6,88
2391,250240,2025-11-13,Thursday,1.38,Computer,Pomodoro,44.6,46
2392,250240,2025-11-14,Friday,1.26,Science,Videos,44.9,30
2393,250240,2025-11-17,Monday,1.66,Computer,Videos,42.4,28
2394,250240,2025-11-18,Tuesday,1.13,English,Videos,56.4,46
2395,250240,2025-11-19,Wednesday,1.44,Computer,Videos,52.7,43
2396,250240,2025-11-20,Thursday,1.64,Science,Videos,55.2,51
2397,250240,2025-11-21,Friday,1.15,Computer,Videos,36.3,32
2398,250240,2025-11-24,Monday,1.2,Science,Pomodoro,52.4,46
2399,250240,2025-11-25,Tuesday,1.24,Math,Videos,35.3,46
2400,250240,2025-11-26,Wednesday,1.57,Computer,Videos,50.4,26
2401,250241,2025-11-13,Thursday,1.21,Math,Pomodoro,46.6,26
2402,250241,2025-11-14,Friday,1.46,Computer,Notes Review,53.0,46
2403,250241,2025-11-17,Monday,1.23,Computer,Videos,54.1,23
2404,250241,2025-11-18,Tuesday,1.02,English,Videos,52.2,46
2405,250241,2025-11-19,Wednesday,1.24,Science,Notes Review,39.2,41
2406,250241,2025-11-20,Thursday,1.24,Science,Pomodoro,36.4,42
2407,250241,2025-11-21,Friday,1.56,Math,Pomodoro,36.3,26
2408,250241,2025-11-24,Monday,1.51,Science,Notes Review,54.3,49
2409,250241,2025-11-25,Tuesday,1.41,Science,Videos,58.1,26
2410,250241,2025-11-26,Wednesday,1.3,Math,Videos,59.6,44
2411,250242,2025-11-13,Thursday,2.14,Science,Videos,16.2,64
2412,250242,2025-11-14,Friday,2.01,Math,Pomodoro,28.2,81
